subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV025,L,828.01,1171.67,1199.26,1171.67,1013.63,982.51,1013.63,1360.84,1013.63,1171.67,SV025_na_BS.mat
SV025,R,2679.91,1111.67,3084.91,1111.67,2882.41,900.84,2882.41,1322.51,2882.41,1111.67,SV025_na_BS.mat
