subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV012,L,726.76,1150.09,1041.76,1150.09,884.26,963.43,884.26,1336.76,884.26,1150.09,SV012_na_BS.mat
SV012,R,2783.24,1049.26,3116.57,1049.26,2949.91,873.43,2949.91,1225.09,2949.91,1049.26,SV012_na_BS.mat
