subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV033,L,593,1135.6,959.64,1135.6,776.32,942.1,776.32,1329.1,776.32,1135.6,SV033_with_BS.mat
SV033,R,2707.63,1190.15,3127.41,1190.15,2917.52,1027.4,2917.52,1352.9,2917.52,1190.15,SV033_with_BS.mat
