subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV009,L,754.26,1148.01,1030.51,1148.01,892.38,994.26,892.38,1301.76,892.38,1148.01,SV009_na_BS.mat
SV009,R,2700.74,1261.13,3004.49,1261.13,2852.62,1061.76,2852.62,1460.51,2852.62,1261.13,SV009_na_BS.mat
