subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV026,L,753.43,1250.01,1043.43,1250.01,898.43,1092.51,898.43,1407.51,898.43,1250.01,SV026_na_BS.mat
SV026,R,2783.24,1255.84,3123.24,1255.84,2953.24,1079.17,2953.24,1432.51,2953.24,1255.84,SV026_na_BS.mat
