subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV017,L,870.51,1147.76,1061.76,1147.76,966.13,1019.76,966.13,1275.76,966.13,1147.76,SV017_na_BS.mat
SV017,R,2778.24,1156.76,2973.24,1156.76,2875.74,1040.09,2875.74,1273.43,2875.74,1156.76,SV017_na_BS.mat
