subj_id,eye,left_x,left_y,right_x,right_y,top_x,top_y,bottom_x,bottom_y,center_x,center_y,source_file
SV022,L,731.76,1256.67,1023.43,1256.67,877.59,1172.51,877.59,1340.84,877.59,1256.67,SV022_na_BS.mat
SV022,R,2818.24,1303.34,3109.91,1303.34,2964.07,1175.84,2964.07,1430.84,2964.07,1303.34,SV022_na_BS.mat
