subject_id,location,pcommon,sigma_v,sigma_a,sigma_p,mu_p,dU,dD,error,bic,r2,strategy,fit_type
SV009,blindspot,0.0,0.9995506809268264,0.2385226447035166,1.6253253405513288,0.2187625846762578,0,0,134.1556150842255,290.23378586181894,0.9312321800508248,Averaging,mll
SV012,blindspot,0.0,0.9872598102757756,0.1413231558814397,1.96243435069277,2.4691873590476554,0,0,117.0058455544517,255.93424680227136,0.7080797163739392,Averaging,mll
SV013,blindspot,0.0,0.9987548187118044,0.2234912518260224,0.868490884034331,2.0915278682984693,0,0,109.60784316231644,241.13824201800085,0.7790461272832263,Averaging,mll
SV017,blindspot,0.0,0.9942506637803604,0.1830938045002039,0.6845338334081992,1.2118253389700993,0,0,87.72621668842227,197.3749890702125,0.9088126444444636,Averaging,mll
SV018,blindspot,0.0,0.8965305718101646,0.1533397358198711,0.9580154583105152,2.951995241444008,0,0,79.68557439366728,181.29370448070253,0.7083848239792483,Averaging,mll
SV019,blindspot,0.0,0.925393834228137,2.318472905024146,0.4311630435495676,1.7338814222002186,0,0,285.4083122539086,592.7391802011851,0.5342621340283986,Averaging,mll
SV020,blindspot,0.0,0.9991448096207765,0.2260612836487525,0.8552407055754091,2.1168405266741703,0,0,96.0914946112524,214.10554491587277,0.839449107238543,Averaging,mll
SV021,blindspot,0.0,0.9958804816763352,0.1457917352834313,0.9451422915716966,2.5532597081332247,0,0,84.37050020318462,190.6635560997372,0.7163922359803152,Averaging,mll
SV022,blindspot,0.0,0.999737722036392,0.2260050773018873,1.046041820146099,1.6217668679337318,0,0,105.18164726797582,232.2858502293196,0.9137498211996584,Averaging,mll
SV023,blindspot,0.0,0.996866335896656,0.226794575944894,1.050952403533553,2.4427399534085463,0,0,101.34652022830508,224.61559614997813,0.7329134678629521,Averaging,mll
SV024,blindspot,0.0,0.9996556880623394,0.2006044305903277,0.6991185739491255,1.8514498758905185,0,0,58.85031833014905,139.62319235366607,0.9697958661312374,Averaging,mll
SV025,blindspot,0.0,0.9960510152666542,0.1165189563149941,0.7932302727092401,1.8949778592140976,0,0,79.27585933753433,180.47427436843665,0.9476601581344172,Averaging,mll
SV026,blindspot,0.0,0.9959433285571826,0.1934356250109518,0.7351357370016026,2.29151846276111,0,0,86.27812983224469,194.47881535785731,0.7390228873213773,Averaging,mll
SV027,blindspot,0.0,0.9976329637125306,0.1983460636817935,1.0144467143249851,0.1460199019718043,0,0,105.01454644684088,231.95164858704973,0.9084429307378168,Averaging,mll
SV028,blindspot,0.0,0.9986286747883378,0.4911354801901968,0.8239332452595542,1.833549832363505,0,0,121.94249053005736,265.8075367534827,0.8823049189930324,Averaging,mll
SV029,blindspot,0.0,0.9998135077612,0.2216111607624777,0.6785818768991809,2.016559619386297,0,0,55.228398370233066,132.3793524338341,0.96814180397448,Averaging,mll
SV030,blindspot,0.0,0.9976658604722968,0.1143298529416618,0.6183493713778397,2.238051083037989,0,0,61.295044564214,144.51264482179596,0.8117104146186465,Averaging,mll
SV031,blindspot,0.0,0.999471573088896,0.1887603974720805,0.7303579362009605,2.302078226829375,0,0,89.89594117471101,201.71443804279,0.7388048554132693,Averaging,mll
SV032,blindspot,0.0,0.9998124146393692,0.1327799324819637,0.5876923326917826,1.1969224419903617,0,0,70.34259985303828,162.60775539944453,0.9532348666527029,Averaging,mll
SV033,blindspot,0.0,0.9970478419602152,0.1887475320974973,1.0000923521363,1.9620057638341368,0,0,110.60343596412824,243.12942762162444,0.8648632943944935,Averaging,mll
SV009,control,0.0,0.685045476381969,0.2461598137141419,0.6806533361935377,2.5043782138309467,0,0,88.22771756872741,198.3779908308228,0.883706636291841,Averaging,mll
SV012,control,0.0,0.9964436618929742,0.1212776786905405,1.0075039412219868,2.8365557429713344,0,0,71.22040839776064,164.36337248888924,0.8122296222623806,Averaging,mll
SV013,control,0.0,0.7201123508256486,0.1972433672796878,0.6867303212179812,2.2696124183077444,0,0,77.87590458128629,177.67436485594055,0.8147398716631282,Averaging,mll
SV017,control,0.0,0.96635026258186,0.1226300002603403,0.4957725204398236,1.8688505984475283,0,0,17.462587319940702,56.84773033324937,0.9994477712902043,Averaging,mll
SV018,control,0.0,0.667901996552877,0.2002277224518227,0.3805363168973835,2.562736269568719,0,0,72.42538625628316,166.7733282059343,0.730810083084797,Averaging,mll
SV019,control,0.0,0.999818618855594,2.8985355881700494,1.442047362578755,1.8073254384010653,0,0,153.84723051382937,329.6170167210267,0.3711268804902247,Averaging,mll
SV020,control,0.0,0.9879203625968086,0.1835498740212134,0.8524956085154718,2.344910738074281,0,0,93.7186180665536,209.3597918264752,0.8108994931603241,Averaging,mll
SV021,control,0.0,0.6843066806696979,0.1900815262553424,0.2708330367216404,2.5327070728725425,0,0,75.24274842902773,172.40805255142342,0.7294464518970043,Averaging,mll
SV022,control,0.0,0.9915289971804244,0.2159917119911809,0.69888066010061,2.32875082435146,0,0,84.97207575522245,191.8667072038129,0.885457177318203,Averaging,mll
SV023,control,0.0,0.9856907871022462,0.1873870417133786,0.935242837290721,2.548484977732116,0,0,98.41920163827416,218.7609589699163,0.721543576726305,Averaging,mll
SV024,control,0.0,0.8740477721726359,0.238142622674907,0.2995980586208462,2.4236607754814234,0,0,56.16734371050099,134.25724311436994,0.9539982579847932,Averaging,mll
SV025,control,0.0,0.9906173984422924,0.1248287388288664,0.6970331663209163,2.1377187868001144,0,0,63.28964814821126,148.50185198979048,0.9327457339692036,Averaging,mll
SV026,control,0.0,0.6510921643024767,0.1996025870276656,0.4801884865926023,2.4624547922948845,0,0,76.16615176907959,174.25485923152715,0.7235132968314393,Averaging,mll
SV027,control,0.0,0.9998547692786892,0.2220022912164723,1.053241405716085,0.3503424655823014,0,0,119.84902165931338,261.6205990119947,0.880148024831289,Averaging,mll
SV028,control,0.0,0.998149804733357,0.4156921395074457,0.7565167126127988,2.2070378598669143,0,0,109.522204418408,240.966964530184,0.8666164225657536,Averaging,mll
