subject_id,location,pcommon,sigma_v,sigma_a,sigma_p,mu_p,dU,dD,error,bic,r2,strategy,fit_type
SV009,blindspot,0.0,0.9995506809268264,0.23852264470351664,1.6253253405513288,0.2187625846762578,0,0,134.1556150842255,290.23378586181894,0.9312321800508249,Averaging,mll
SV009,blindspot,0.0,0.9995506809268264,0.23852264470351664,1.6253253405513288,0.2187625846762578,0,0,134.1556150842255,290.23378586181894,0.9312321800508249,Selection,mll
SV009,blindspot,0.0,0.9995506809268264,0.23852264470351664,1.6253253405513288,0.2187625846762578,0,0,134.1556150842255,290.23378586181894,0.9312321800508249,Matching,mll
SV012,blindspot,0.0,0.9872598102757755,0.14132315588143973,1.96243435069277,2.4691873590476554,0,0,117.0058455544517,255.93424680227136,0.7080797163739392,Averaging,mll
SV012,blindspot,0.0,0.9872598102757755,0.14132315588143973,1.96243435069277,2.4691873590476554,0,0,117.0058455544517,255.93424680227136,0.7080797163739392,Selection,mll
SV012,blindspot,0.0,0.9872598102757755,0.14132315588143973,1.96243435069277,2.4691873590476554,0,0,117.0058455544517,255.93424680227136,0.7080797163739392,Matching,mll
SV013,blindspot,0.0,0.9987548187118043,0.22349125182602245,0.868490884034331,2.0915278682984693,0,0,109.60784316231644,241.13824201800085,0.7790461272832263,Averaging,mll
SV013,blindspot,0.0,0.9987548187118043,0.22349125182602245,0.868490884034331,2.0915278682984693,0,0,109.60784316231644,241.13824201800085,0.7790461272832263,Selection,mll
SV013,blindspot,0.0,0.9987548187118043,0.22349125182602245,0.868490884034331,2.0915278682984693,0,0,109.60784316231644,241.13824201800085,0.7790461272832263,Matching,mll
SV017,blindspot,0.0,0.9942506637803604,0.18309380450020393,0.6845338334081992,1.2118253389700993,0,0,87.72621668842227,197.3749890702125,0.9088126444444636,Averaging,mll
SV017,blindspot,0.0,0.9942506637803604,0.18309380450020393,0.6845338334081992,1.2118253389700993,0,0,87.72621668842227,197.3749890702125,0.9088126444444636,Selection,mll
SV017,blindspot,0.0,0.9942506637803604,0.18309380450020393,0.6845338334081992,1.2118253389700993,0,0,87.72621668842227,197.3749890702125,0.9088126444444636,Matching,mll
SV018,blindspot,0.0,0.8965305718101646,0.15333973581987115,0.9580154583105153,2.951995241444008,0,0,79.68557439366728,181.29370448070253,0.7083848239792483,Averaging,mll
SV018,blindspot,0.0,0.8965305718101646,0.15333973581987115,0.9580154583105153,2.951995241444008,0,0,79.68557439366728,181.29370448070253,0.7083848239792483,Selection,mll
SV018,blindspot,0.0,0.8965305718101646,0.15333973581987115,0.9580154583105153,2.951995241444008,0,0,79.68557439366728,181.29370448070253,0.7083848239792483,Matching,mll
SV019,blindspot,0.0,0.925393834228137,2.318472905024146,0.4311630435495676,1.7338814222002186,0,0,285.4083122539086,592.7391802011851,0.5342621340283986,Averaging,mll
SV019,blindspot,0.0,0.925393834228137,2.318472905024146,0.4311630435495676,1.7338814222002186,0,0,285.4083122539086,592.7391802011851,0.5342621340283986,Selection,mll
SV019,blindspot,0.0,0.925393834228137,2.318472905024146,0.4311630435495676,1.7338814222002186,0,0,285.4083122539086,592.7391802011851,0.5342621340283986,Matching,mll
SV020,blindspot,0.0,0.9991448096207765,0.22606128364875255,0.8552407055754091,2.1168405266741703,0,0,96.09149461125239,214.10554491587274,0.839449107238543,Averaging,mll
SV020,blindspot,0.0,0.9991448096207765,0.22606128364875255,0.8552407055754091,2.1168405266741703,0,0,96.09149461125239,214.10554491587274,0.839449107238543,Selection,mll
SV020,blindspot,0.0,0.9991448096207765,0.22606128364875255,0.8552407055754091,2.1168405266741703,0,0,96.09149461125239,214.10554491587274,0.839449107238543,Matching,mll
SV021,blindspot,0.0,0.9958804816763351,0.14579173528343137,0.9451422915716966,2.5532597081332247,0,0,84.37050020318462,190.6635560997372,0.7163922359803152,Averaging,mll
SV021,blindspot,0.0,0.9958804816763351,0.14579173528343137,0.9451422915716966,2.5532597081332247,0,0,84.37050020318462,190.6635560997372,0.7163922359803152,Selection,mll
SV021,blindspot,0.0,0.9958804816763351,0.14579173528343137,0.9451422915716966,2.5532597081332247,0,0,84.37050020318462,190.6635560997372,0.7163922359803152,Matching,mll
SV022,blindspot,0.0,0.9997377220363921,0.2260050773018873,1.046041820146099,1.6217668679337318,0,0,105.18164726797582,232.2858502293196,0.9137498211996585,Averaging,mll
SV022,blindspot,0.0,0.9997377220363921,0.2260050773018873,1.046041820146099,1.6217668679337318,0,0,105.18164726797582,232.2858502293196,0.9137498211996585,Selection,mll
SV022,blindspot,0.0,0.9997377220363921,0.2260050773018873,1.046041820146099,1.6217668679337318,0,0,105.18164726797582,232.2858502293196,0.9137498211996585,Matching,mll
SV023,blindspot,0.0,0.9968663358966561,0.22679457594489408,1.050952403533553,2.4427399534085463,0,0,101.34652022830508,224.61559614997813,0.7329134678629521,Averaging,mll
SV023,blindspot,0.0,0.9968663358966561,0.22679457594489408,1.050952403533553,2.4427399534085463,0,0,101.34652022830508,224.61559614997813,0.7329134678629521,Selection,mll
SV023,blindspot,0.0,0.9968663358966561,0.22679457594489408,1.050952403533553,2.4427399534085463,0,0,101.34652022830508,224.61559614997813,0.7329134678629521,Matching,mll
SV024,blindspot,0.0,0.9996556880623394,0.2006044305903277,0.6991185739491255,1.8514498758905185,0,0,58.85031833014905,139.62319235366607,0.9697958661312374,Averaging,mll
SV024,blindspot,0.0,0.9996556880623394,0.2006044305903277,0.6991185739491255,1.8514498758905185,0,0,58.85031833014905,139.62319235366607,0.9697958661312374,Selection,mll
SV024,blindspot,0.0,0.9996556880623394,0.2006044305903277,0.6991185739491255,1.8514498758905185,0,0,58.85031833014905,139.62319235366607,0.9697958661312374,Matching,mll
SV025,blindspot,0.0,0.9960510152666542,0.11651895631499413,0.7932302727092401,1.8949778592140978,0,0,79.27585933753433,180.47427436843662,0.9476601581344173,Averaging,mll
SV025,blindspot,0.0,0.9960510152666542,0.11651895631499413,0.7932302727092401,1.8949778592140978,0,0,79.27585933753433,180.47427436843662,0.9476601581344173,Selection,mll
SV025,blindspot,0.0,0.9960510152666542,0.11651895631499413,0.7932302727092401,1.8949778592140978,0,0,79.27585933753433,180.47427436843662,0.9476601581344173,Matching,mll
SV026,blindspot,0.0,0.9959433285571826,0.19343562501095182,0.7351357370016026,2.29151846276111,0,0,86.27812983224469,194.47881535785734,0.7390228873213773,Averaging,mll
SV026,blindspot,0.0,0.9959433285571826,0.19343562501095182,0.7351357370016026,2.29151846276111,0,0,86.27812983224469,194.47881535785734,0.7390228873213773,Selection,mll
SV026,blindspot,0.0,0.9959433285571826,0.19343562501095182,0.7351357370016026,2.29151846276111,0,0,86.27812983224469,194.47881535785734,0.7390228873213773,Matching,mll
SV027,blindspot,0.0,0.9976329637125306,0.19834606368179358,1.0144467143249851,0.1460199019718043,0,0,105.01454644684088,231.95164858704973,0.9084429307378169,Averaging,mll
SV027,blindspot,0.0,0.9976329637125306,0.19834606368179358,1.0144467143249851,0.1460199019718043,0,0,105.01454644684088,231.95164858704973,0.9084429307378169,Selection,mll
SV027,blindspot,0.0,0.9976329637125306,0.19834606368179358,1.0144467143249851,0.1460199019718043,0,0,105.01454644684088,231.95164858704973,0.9084429307378169,Matching,mll
SV028,blindspot,0.0,0.9986286747883378,0.49113548019019687,0.8239332452595542,1.833549832363505,0,0,121.94249053005736,265.8075367534827,0.8823049189930324,Averaging,mll
